DecYear,Lat,BGFlx
"2010.1177"," 31.51","2.53e-08"
"2010.1178"," 31.41","2.52e-08"
"2010.1178"," 31.24","4.56e-08"
"2010.1178"," 26.92","2.09e-08"
"2010.1178"," 25.86","5.53e-08"
"2010.1180"," 26.48","3.97e-07"
"2010.1182"," 24.24","9.39e-08"
"2010.1185"," 22.65","1.47e-07"
"2010.1187"," 20.09","4.13e-06"
"2010.1191"," 26.16","5.08e-08"
"2010.1193"," 20.01","9.46e-06"
"2010.1195"," 21.06","8.48e-08"
"2010.1202"," 21.54","4.49e-07"
"2010.1205"," 25.24","2.17e-07"
"2010.1207"," 22.80","1.15e-07"
"2010.1208"," 20.53","9.64e-08"
"2010.1214"," 19.16","3.49e-08"
"2010.1216"," 24.82","3.02e-07"
"2010.1218"," 24.79","9.51e-08"
"2010.1229"," 23.19","1.41e-07"
"2010.1229"," 23.99","1.09e-08"
"2010.1234"," 20.17","1.76e-06"
"2010.1245"," 24.59","1.25e-07"
"2010.1245"," 20.35","3.90e-07"
"2010.1265"," 25.67","1.01e-07"
"2010.1353","-21.88","1.88e-07"
"2010.1380"," 21.17","6.89e-08"
"2010.1449","-20.35","5.04e-08"
"2010.1482"," 16.24","2.01e-07"
"2010.1482"," 28.25","2.49e-07"
"2010.1501","-14.92","8.91e-08"
"2010.1584"," 17.12","1.07e-07"
"2010.1642"," 28.25","2.06e-07"
"2010.1642","-30.66","5.81e-08"
"2010.1643"," 28.12","1.29e-07"
"2010.1697","-16.68","3.77e-08"
"2010.1703","-16.58","1.08e-07"
"2010.1705","-15.91","7.49e-08"
"2010.1707","-16.56","1.17e-08"
"2010.1712","-16.33","2.74e-07"
"2010.1715","-16.41","2.78e-08"
"2010.1717","-16.51","2.15e-06"
"2010.1719","-16.15","9.99e-08"
"2010.1719","-20.65","2.29e-07"
"2010.1723","-15.81","1.09e-07"
"2010.1723","-15.93","1.83e-07"
"2010.1770","-22.35","5.82e-08"
"2010.1784","-16.92","1.35e-07"
"2010.1914"," 13.14","3.41e-07"
"2010.1914"," 12.94","1.24e-07"
"2010.1918"," 12.93","7.19e-08"
"2010.1918"," 13.15","7.66e-08"
"2010.1935"," 12.76","1.79e-07"
"2010.1935"," 12.88","7.37e-08"
"2010.1937"," 12.99","2.73e-07"
"2010.1937"," 12.68","1.24e-07"
"2010.1939"," 12.81","1.46e-06"
"2010.1941"," 12.83","1.99e-08"
"2010.1956"," 13.38","1.35e-07"
"2010.1957"," 13.00","1.70e-08"
"2010.1957"," 12.75","2.04e-07"
"2010.1963"," 12.87","3.54e-07"
"2010.1966"," 13.15","8.70e-08"
"2010.1967"," 13.02","7.96e-08"
"2010.1971"," 12.95","3.31e-08"
"2010.1971"," 12.89","1.27e-08"
"2010.1971"," 13.48","1.88e-08"
"2010.1972"," 13.08","6.14e-07"
"2010.1978"," 13.23","3.86e-08"
"2010.1979"," 13.47","2.35e-07"
"2010.1980"," 13.21","1.04e-08"
"2010.1986"," 12.74","9.69e-08"
"2010.1986"," 12.89","2.12e-07"
"2010.2013"," 13.41","1.15e-07"
"2010.2018"," 13.73","5.66e-08"
"2010.2020"," 17.56","7.71e-08"
"2010.2021"," 17.74","9.08e-08"
"2010.2024"," 13.28","7.37e-08"
"2010.3299"," 25.15","1.42e-08"
"2010.3316"," 24.86","5.53e-08"
"2010.3321","-20.10","4.28e-08"
"2010.3322","-19.98","2.35e-07"
"2010.3322"," 22.93","1.66e-08"
"2010.3332"," 24.30","4.10e-08"
"2010.3334","-19.89","4.19e-08"
"2010.3340"," 23.91","2.35e-08"
"2010.3340"," 23.56","7.10e-08"
"2010.3341","-19.64","1.70e-08"
"2010.3342"," 23.80","3.50e-08"
"2010.3349"," 23.00","2.26e-08"
"2010.3357","-26.02","8.31e-08"
"2010.3358","-26.16","6.77e-08"
"2010.3359","-26.47","3.82e-08"
"2010.3359","-26.49","9.57e-08"
"2010.3375","-19.10","1.05e-07"
"2010.3381"," 41.25","3.17e-08"
"2010.3382"," 25.58","2.38e-08"
"2010.3382"," 26.50","1.04e-07"
"2010.3384"," 41.99","6.54e-08"
"2010.3385"," 40.07","2.82e-08"
"2010.3386"," 40.79","2.03e-08"
"2010.3386"," 41.19","9.80e-08"
"2010.3389"," 42.51","5.12e-08"
"2010.3390"," 40.72","8.02e-08"
"2010.3390"," 40.76","1.63e-08"
"2010.3398"," 42.07","7.52e-08"
"2010.3404","-18.82","3.66e-08"
"2010.3408"," 40.68","4.69e-08"
"2010.3408"," 41.57","3.92e-08"
"2010.3408"," 42.20","1.14e-07"
"2010.3410"," 41.37","1.07e-07"
"2010.3411"," 41.30","7.58e-06"
"2010.3417"," 41.88","1.29e-05"
"2010.3419"," 41.96","5.28e-07"
"2010.3419"," 41.71","1.72e-08"
"2010.3432"," 43.19","1.07e-07"
"2010.3433"," 40.37","1.33e-08"
"2010.3435"," 40.33","2.84e-08"
"2010.3435"," 40.30","3.36e-08"
"2010.3439"," 40.78","1.24e-08"
"2010.3442","-20.45","7.13e-08"
"2010.3442","-20.56","2.32e-08"
"2010.3442","-20.21","1.39e-08"
"2010.3444"," 40.71","5.08e-08"
"2010.3453"," 41.15","2.74e-08"
"2010.3459"," 39.28","6.43e-08"
"2010.3461"," 41.47","1.95e-06"
"2010.3475"," 39.89","1.69e-08"
"2010.3478"," 41.81","1.65e-07"
"2010.3483"," 41.87","1.57e-08"
"2010.3488"," 40.60","3.36e-08"
"2010.3490"," 40.36","6.59e-08"
"2010.3490"," 41.70","1.75e-08"
"2010.3490"," 40.50","1.26e-07"
"2010.3494"," 40.99","2.04e-08"
"2010.3494"," 40.83","1.05e-07"
"2010.3500","-19.68","3.92e-08"
"2010.3501"," 43.28","6.64e-07"
"2010.3502"," 40.11","2.37e-06"
"2010.3517"," 41.10","2.15e-08"
"2010.3531"," 40.64","1.11e-08"
"2010.3571","-18.99","4.63e-08"
"2010.3572","-19.02","7.08e-08"
"2010.3572","-18.69","3.80e-08"
"2010.3592"," 29.73","1.27e-07"
"2010.3594"," 27.66","5.92e-08"
"2010.3594"," 28.00","1.44e-08"
"2010.3621","-19.27","2.85e-07"
"2010.3876","-15.60","3.00e-08"
"2010.3887","-15.87","2.98e-08"
"2010.3887","-15.88","1.58e-08"
"2010.3896","-17.06","1.10e-07"
"2010.3963","-15.33","6.45e-07"
"2010.4036","-15.93","1.65e-08"
"2010.4186","-20.05","4.03e-08"
"2010.4199","-19.58","3.54e-08"
"2010.4206","-21.26","5.30e-08"
"2010.4208","-20.43","5.19e-08"
"2010.4210","-21.70","4.11e-08"
"2010.4252","-19.69","2.28e-08"
"2010.4277","-19.18","9.29e-08"
"2010.4278","-19.75","4.23e-08"
"2010.4314"," 21.15","2.16e-08"
"2010.4317"," 14.93","5.37e-08"
"2010.4340","-19.85","3.25e-08"
"2010.4354","-22.70","1.45e-08"
"2010.4354","-20.68","2.33e-08"
"2010.4354","-19.53","2.87e-08"
"2010.4357","-19.88","5.23e-08"
"2010.4357","-20.40","6.24e-08"
"2010.4357","-20.16","1.55e-08"
"2010.4361","-19.76","4.94e-08"
"2010.4366","-22.60","1.98e-07"
"2010.4367","-22.27","3.31e-08"
"2010.4372","-22.75","1.50e-07"
"2010.4377","-20.96","1.51e-08"
"2010.4377","-21.03","2.35e-08"
"2010.4754"," 26.26","2.93e-08"
"2010.4754"," 26.58","2.07e-08"
"2010.4820","-21.07","1.08e-07"
"2010.4821","-20.95","1.25e-07"
"2010.4848","-22.00","3.49e-08"
"2010.4853","-22.33","6.49e-08"
"2010.4853","-21.56","9.57e-08"
"2010.4853","-21.53","9.67e-08"
"2010.4853","-20.73","3.70e-08"
"2010.4861","-22.78","2.60e-08"
"2010.4910"," 15.68","1.07e-07"
"2010.4983","-22.33","6.53e-08"
"2010.5006","-20.89","2.37e-08"
"2010.5143"," 18.02","1.37e-08"
"2010.5143"," 18.31","1.87e-08"
"2010.5144"," 18.39","6.70e-08"
"2010.5147"," 19.22","4.04e-08"
"2010.5147"," 19.81","1.13e-07"
"2010.5149"," 19.02","2.02e-07"
"2010.5150"," 18.91","2.57e-08"
"2010.5151"," 19.00","9.79e-08"
"2010.5152"," 19.52","5.24e-08"
"2010.5152"," 18.24","3.00e-07"
"2010.5153"," 17.76","4.67e-08"
"2010.5154"," 18.62","4.51e-07"
"2010.5156"," 18.32","1.31e-08"
"2010.5162"," 19.91","4.74e-08"
"2010.5165"," 16.64","2.89e-08"
"2010.5165"," 17.60","1.69e-08"
"2010.5169"," 16.83","3.20e-08"
"2010.5170"," 22.55","6.44e-08"
"2010.5176"," 23.79","1.09e-06"
"2010.5178"," 23.73","1.47e-07"
"2010.5180"," 23.82","1.66e-07"
"2010.5181"," 23.51","4.03e-08"
"2010.5182"," 21.98","7.60e-08"
"2010.5189"," 17.19","8.46e-08"
"2010.5189"," 22.67","4.22e-08"
"2010.5189"," 19.23","1.97e-08"
"2010.5191"," 22.95","3.02e-08"
"2010.5193"," 17.94","3.34e-07"
"2010.5194"," 17.35","1.17e-07"
"2010.5196"," 18.04","6.82e-08"
"2010.5198"," 21.32","3.27e-08"
"2010.5199"," 18.02","3.41e-08"
"2010.5200"," 21.05","1.26e-07"
"2010.5201"," 19.25","9.71e-08"
"2010.5203"," 15.85","2.88e-08"
"2010.5204"," 15.35","2.77e-07"
"2010.5205"," 21.16","5.65e-08"
"2010.5209"," 21.68","3.07e-08"
"2010.5210"," 21.47","2.72e-08"
"2010.5211"," 21.83","4.23e-08"
"2010.5211"," 21.80","3.40e-08"
"2010.5213"," 21.38","1.25e-07"
"2010.5213"," 21.44","2.59e-08"
"2010.5213"," 21.36","1.97e-08"
"2010.5215"," 22.17","2.30e-08"
"2010.5215"," 21.69","1.13e-08"
"2010.5216"," 21.27","1.96e-08"
"2010.5218"," 20.79","5.60e-08"
"2010.5218"," 20.38","1.20e-07"
"2010.5219"," 21.00","4.42e-08"
"2010.5220"," 21.28","1.80e-08"
"2010.5220"," 20.88","3.40e-08"
"2010.5221"," 21.13","2.61e-08"
"2010.5221"," 20.71","2.45e-08"
"2010.5223"," 22.15","4.39e-08"
"2010.5224"," 20.66","6.22e-08"
"2010.5228"," 20.78","2.47e-08"
"2010.5228"," 20.85","1.29e-07"
"2010.5229"," 20.40","1.13e-08"
"2010.5231"," 18.26","4.61e-08"
"2010.5234"," 20.68","2.56e-08"
"2010.5238"," 17.12","4.45e-08"
"2010.5242"," 21.11","1.75e-08"
"2010.5245"," 18.71","2.56e-08"
"2010.5245"," 18.80","2.35e-08"
"2010.5245"," 18.74","1.62e-08"
"2010.5245"," 19.31","2.99e-08"
"2010.5245"," 18.85","4.64e-08"
"2010.5247"," 21.28","2.49e-08"
"2010.5248"," 17.94","2.54e-08"
"2010.5248"," 17.91","3.72e-08"
"2010.5249"," 20.27","7.42e-08"
"2010.5249"," 20.34","4.37e-08"
"2010.5251"," 22.67","2.43e-07"
"2010.5253"," 17.58","2.75e-07"
"2010.5254"," 21.69","1.96e-08"
"2010.5257"," 15.57","6.65e-08"
"2010.5258"," 23.27","4.72e-08"
"2010.5260"," 17.61","6.30e-08"
"2010.5260"," 17.78","3.65e-08"
"2010.5260"," 17.51","6.22e-08"
"2010.5267"," 21.17","1.83e-07"
"2010.5271"," 20.12","3.90e-08"
"2010.5276"," 18.38","3.59e-08"
"2010.5277"," 20.99","2.59e-08"
"2010.5282"," 19.90","2.50e-08"
"2010.5287"," 19.67","6.00e-08"
"2010.5291"," 19.42","5.39e-08"
"2010.5291"," 19.62","2.01e-07"
"2010.5295"," 19.77","2.74e-08"
"2010.5300"," 18.90","1.38e-08"
"2010.5300"," 19.92","2.59e-06"
"2010.5307"," 20.41","6.28e-08"
"2010.5320"," 18.89","7.71e-08"
"2010.5326"," 19.44","1.96e-08"
"2010.5326"," 20.12","3.82e-08"
"2010.5327"," 19.83","1.54e-08"
"2010.5328"," 20.26","6.91e-08"
"2010.5329"," 21.28","1.32e-06"
"2010.5332"," 19.09","2.55e-08"
"2010.5339"," 19.54","1.34e-06"
"2010.5340"," 18.86","1.32e-08"
"2010.5388"," 21.29","4.73e-08"
"2010.5389"," 21.20","3.31e-08"
"2010.5391"," 18.80","2.81e-08"
"2010.5391"," 18.99","2.46e-08"
"2010.5397","-18.36","4.77e-08"
"2010.5404","-20.35","3.17e-08"
"2010.5415"," 20.41","3.55e-08"
"2010.5420"," 20.36","1.57e-08"
"2010.5435","-24.08","7.05e-08"
"2010.5449","-25.10","4.45e-08"
"2010.5453","-26.64","5.53e-08"
"2010.5454","-25.54","1.23e-07"
"2010.5455","-23.40","1.86e-08"
"2010.5457","-22.99","7.03e-08"
"2010.5457","-23.65","1.53e-08"
"2010.5458","-24.62","2.38e-08"
"2010.5458","-23.12","3.72e-08"
"2010.5458","-25.04","1.63e-08"
"2010.5458","-23.82","2.33e-08"
"2010.5458","-24.22","2.95e-08"
"2010.5459","-25.38","1.98e-08"
"2010.5459","-24.36","2.17e-08"
"2010.5459","-22.49","1.34e-08"
"2010.5460","-25.67","3.78e-08"
"2010.5460","-25.78","2.32e-08"
"2010.5461"," 21.37","2.43e-07"
"2010.5461"," 21.28","4.70e-08"
"2010.5462","-23.21","3.80e-08"
"2010.5462","-23.31","4.88e-08"
"2010.5463","-22.84","1.20e-07"
"2010.5464","-26.49","2.68e-08"
"2010.5465","-23.03","2.79e-08"
"2010.5466","-23.39","3.69e-08"
"2010.5467","-24.32","1.09e-08"
"2010.5467","-25.38","2.20e-08"
"2010.5468","-26.21","1.74e-08"
"2010.5471","-24.16","2.69e-08"
"2010.5471","-22.35","1.33e-07"
"2010.5473","-25.01","1.17e-08"
"2010.5475","-20.95","2.49e-08"
"2010.5478","-24.52","5.74e-08"
"2010.5478","-27.43","3.35e-08"
"2010.5479","-23.84","4.19e-08"
"2010.5479","-22.87","1.56e-08"
"2010.5484","-23.62","9.11e-08"
"2010.5486","-22.34","1.64e-07"
"2010.5487","-22.80","3.63e-08"
"2010.5488","-23.24","2.35e-08"
"2010.5488","-24.32","4.23e-08"
"2010.5489","-24.18","2.34e-08"
"2010.5489","-23.76","3.42e-08"
"2010.5489","-22.03","1.89e-08"
"2010.5490","-24.07","1.41e-07"
"2010.5490","-24.30","1.34e-08"
"2010.5491","-22.33","6.60e-08"
"2010.5492","-23.30","3.17e-08"
"2010.5493","-24.20","2.00e-08"
"2010.5495","-24.23","1.74e-08"
"2010.5495","-24.29","1.73e-08"
"2010.5495","-24.42","8.67e-08"
"2010.5495","-22.07","1.25e-06"
"2010.5496","-25.01","7.31e-08"
"2010.5497","-24.36","2.50e-08"
"2010.5497","-24.24","7.03e-08"
"2010.5497","-22.09","2.41e-08"
"2010.5497","-24.37","2.59e-08"
"2010.5498","-24.61","5.21e-08"
"2010.5500","-24.94","3.23e-08"
"2010.5500","-25.45","7.13e-08"
"2010.5502","-24.24","1.19e-07"
"2010.5504","-24.13","1.65e-08"
"2010.5504","-25.07","2.53e-08"
"2010.5506"," 15.80","9.18e-08"
"2010.5506"," 13.40","1.96e-08"
"2010.5506","-22.24","4.89e-08"
"2010.5507","-24.75","2.38e-08"
"2010.5508","-24.79","9.01e-08"
"2010.5508","-25.89","1.32e-07"
"2010.5509","-25.50","4.62e-08"
"2010.5509","-25.88","4.24e-08"
"2010.5509","-25.17","9.86e-08"
"2010.5510"," 15.12","1.61e-08"
"2010.5510","-25.06","1.09e-07"
"2010.5510","-25.00","1.80e-08"
"2010.5511","-25.07","2.21e-08"
"2010.5511","-25.29","3.85e-08"
"2010.5511","-24.77","7.96e-08"
"2010.5511","-23.36","2.15e-08"
"2010.5512","-23.17","3.75e-08"
"2010.5512","-24.50","4.86e-08"
"2010.5512"," 14.54","1.78e-08"
"2010.5512","-24.34","1.61e-08"
"2010.5513"," 15.33","3.65e-08"
"2010.5513"," 15.45","2.18e-07"
"2010.5513"," 15.57","2.65e-08"
"2010.5513"," 15.78","1.11e-08"
"2010.5514","-21.91","3.86e-08"
"2010.5514"," 15.68","1.58e-08"
"2010.5514"," 15.39","5.51e-08"
"2010.5515","-25.93","2.60e-08"
"2010.5515"," 16.05","4.36e-08"
"2010.5515","-24.38","5.25e-08"
"2010.5515"," 15.82","3.73e-07"
"2010.5517"," 15.88","5.77e-08"
"2010.5517","-24.54","1.64e-08"
"2010.5517"," 16.16","3.01e-07"
"2010.5519"," 16.12","9.14e-08"
"2010.5521"," 13.71","2.98e-08"
"2010.5521"," 16.29","1.44e-07"
"2010.5522"," 16.08","3.18e-08"
"2010.5522","-25.75","3.95e-08"
"2010.5522"," 14.46","1.45e-08"
"2010.5523","-25.65","1.13e-08"
"2010.5524"," 16.85","3.54e-08"
"2010.5524","-25.74","1.57e-08"
"2010.5526"," 16.27","7.21e-08"
"2010.5526","-26.59","1.27e-08"
"2010.5526","-26.15","2.16e-08"
"2010.5526","-26.37","1.65e-07"
"2010.5527","-24.90","2.27e-08"
"2010.5528","-26.90","1.53e-07"
"2010.5530"," 19.51","1.24e-08"
"2010.5530"," 16.84","1.21e-08"
"2010.5533"," 15.50","5.89e-08"
"2010.5534","-23.34","7.78e-08"
"2010.5534"," 15.69","8.18e-08"
"2010.5535"," 23.50","7.62e-08"
"2010.5535"," 16.10","1.54e-08"
"2010.5535","-24.72","2.13e-08"
"2010.5535","-25.09","5.86e-08"
"2010.5535"," 15.17","6.50e-07"
"2010.5536","-25.22","1.27e-08"
"2010.5537"," 16.61","2.60e-07"
"2010.5537"," 15.61","5.52e-08"
"2010.5538"," 17.85","2.71e-08"
"2010.5539","-24.35","7.52e-08"
"2010.5539"," 23.02","2.04e-08"
"2010.5540"," 15.69","8.10e-08"
"2010.5540","-23.16","1.20e-08"
"2010.5541"," 16.00","4.33e-08"
"2010.5542"," 16.03","1.53e-07"
"2010.5543"," 15.49","3.12e-08"
"2010.5543","-24.56","2.59e-07"
"2010.5544","-24.53","2.62e-08"
"2010.5544"," 16.31","1.46e-08"
"2010.5546","-24.19","2.75e-08"
"2010.5546"," 15.88","7.00e-08"
"2010.5546"," 15.95","3.38e-08"
"2010.5546"," 15.92","3.91e-08"
"2010.5547","-27.30","5.53e-08"
"2010.5548","-22.79","5.39e-08"
"2010.5548","-23.38","6.30e-07"
"2010.5549","-23.01","1.48e-08"
"2010.5549","-23.96","3.91e-08"
"2010.5550","-24.55","5.05e-08"
"2010.5550","-24.59","6.84e-08"
"2010.5550","-24.81","5.90e-08"
"2010.5552","-24.15","1.84e-07"
"2010.5553"," 16.62","2.19e-08"
"2010.5553","-24.47","2.02e-08"
"2010.5559","-24.64","3.45e-08"
"2010.5559","-23.08","8.14e-07"
"2010.5560","-24.11","2.79e-08"
"2010.5561","-26.36","2.34e-08"
"2010.5562","-24.50","3.59e-07"
"2010.5562","-24.43","7.77e-08"
"2010.5564","-24.80","5.40e-08"
"2010.5564","-24.38","6.11e-08"
"2010.5566"," 21.08","5.34e-08"
"2010.5566","-23.61","2.28e-08"
"2010.5568","-24.75","5.47e-08"
"2010.5572","-22.76","1.99e-07"
"2010.5572","-22.83","1.05e-08"
"2010.5573","-26.51","2.11e-08"
"2010.5579","-19.73","2.20e-08"
"2010.5579","-22.79","1.91e-08"
"2010.5588","-22.86","6.91e-08"
"2010.5592","-23.58","3.55e-08"
"2010.5592","-23.97","1.40e-08"
"2010.5593","-25.57","4.02e-08"
"2010.5594","-23.43","2.23e-08"
"2010.5594","-23.63","1.20e-08"
"2010.5595","-24.05","7.63e-08"
"2010.5617","-24.07","2.99e-08"
"2010.5619","-25.13","2.29e-08"
"2010.5623","-22.19","3.21e-08"
"2010.5624","-23.12","4.65e-08"
"2010.5629"," 29.21","2.20e-08"
"2010.5629"," 29.19","2.94e-08"
"2010.5630","-21.47","4.74e-08"
"2010.5659","-23.97","1.34e-08"
"2010.5663","-22.59","3.25e-07"
"2010.5664","-22.60","2.31e-08"
"2010.5664","-23.38","2.64e-08"
"2010.5666"," 16.41","1.84e-08"
"2010.5672"," 15.69","1.62e-08"
"2010.5672"," 15.82","1.87e-08"
"2010.5672","-22.34","9.03e-08"
"2010.5676","-22.67","6.02e-07"
"2010.5682","-21.64","1.67e-08"
"2010.5682"," 19.98","2.49e-07"
"2010.5683"," 16.21","2.59e-08"
"2010.5683"," 16.00","1.44e-08"
"2010.5685"," 14.76","1.48e-08"
"2010.5685","-23.62","7.38e-08"
"2010.5686","-24.25","1.58e-08"
"2010.5690","-22.13","3.48e-08"
"2010.5692","-23.04","7.60e-08"
"2010.5693","-23.31","3.88e-07"
"2010.5693","-23.38","5.88e-08"
"2010.5698","-24.71","1.60e-08"
"2010.5699","-24.90","2.29e-07"
"2010.5701","-25.45","3.26e-08"
"2010.5702"," 15.29","4.84e-08"
"2010.5703"," 14.81","2.14e-08"
"2010.5707","-24.99","2.11e-08"
"2010.5709","-26.00","2.76e-08"
"2010.5710","-24.80","4.26e-08"
"2010.5710","-26.32","2.82e-08"
"2010.5710","-25.81","3.39e-07"
"2010.5711","-24.05","2.78e-08"
"2010.5712"," 12.01","7.03e-08"
"2010.5712"," 12.26","1.21e-08"
"2010.5713","-23.88","2.60e-07"
"2010.5714","-24.63","3.38e-07"
"2010.5719","-23.77","2.95e-08"
"2010.5719"," 15.77","3.87e-08"
"2010.5719"," 15.76","1.50e-08"
"2010.5721"," 14.46","1.52e-07"
"2010.5722","-24.43","8.32e-08"
"2010.5725","-25.67","4.20e-08"
"2010.5727","-26.42","2.68e-08"
"2010.5728","-23.19","2.11e-07"
"2010.5729","-24.33","1.14e-07"
"2010.5730","-24.73","2.48e-08"
"2010.5730","-23.72","3.81e-08"
"2010.5735"," 16.39","2.24e-08"
"2010.5736"," 16.47","4.05e-08"
"2010.5736"," 16.57","2.60e-08"
"2010.5736","-25.29","1.63e-08"
"2010.5741","-24.19","2.39e-08"
"2010.5741","-24.21","1.26e-08"
"2010.5748","-24.56","4.81e-08"
"2010.5755"," 12.98","1.81e-08"
"2010.5756"," 17.39","7.93e-07"
"2010.5757","-22.92","1.27e-07"
"2010.5759"," 14.45","1.93e-08"
"2010.5761"," 12.79","1.66e-07"
"2010.5762"," 13.51","2.05e-07"
"2010.5763"," 21.25","1.56e-07"
"2010.5763"," 21.26","4.55e-08"
"2010.5763"," 21.53","9.12e-08"
"2010.5766"," 21.73","1.07e-08"
"2010.5767"," 14.38","5.43e-08"
"2010.5768"," 21.02","1.87e-08"
"2010.5773","-23.59","5.18e-08"
"2010.5775"," 11.44","3.19e-08"
"2010.5777"," 15.14","4.35e-08"
"2010.5779","-26.15","1.86e-07"
"2010.5781","-25.56","5.88e-08"
"2010.5781","-25.21","2.75e-08"
"2010.5785","-25.10","2.75e-07"
"2010.5787"," 12.12","2.36e-07"
"2010.5787"," 14.68","1.34e-07"
"2010.5800","-23.53","2.62e-08"
"2010.5801","-24.13","1.98e-08"
"2010.5803","-23.53","3.40e-07"
"2010.5807"," 13.65","1.00e-07"
"2010.5811","-23.32","1.92e-08"
"2010.5812","-22.60","1.80e-07"
"2010.5813","-23.30","1.08e-07"
"2010.5816","-16.99","1.41e-07"
"2010.5818"," 17.96","2.76e-06"
"2010.5823","-25.25","2.37e-08"
"2010.5825"," 11.55","2.92e-08"
"2010.5841","-25.59","4.81e-08"
"2010.5847","-16.19","2.95e-08"
"2010.5851"," 21.28","3.27e-08"
"2010.5855"," 12.74","7.01e-08"
"2010.5869"," 10.07","2.12e-08"
"2010.5871","  8.91","5.34e-08"
"2010.5876","-21.09","2.55e-08"
"2010.5876","  8.53","2.13e-08"
"2010.5876","  8.63","3.61e-07"
"2010.5877"," 17.74","8.37e-08"
"2010.5887","  9.29","4.43e-08"
"2010.5891","  9.68","1.75e-08"
"2010.5893","  9.72","1.21e-08"
"2010.5893","  9.22","3.40e-08"
"2010.5894"," 10.18","5.90e-07"
"2010.5894","  9.73","1.26e-08"
"2010.5900"," 10.00","3.99e-08"
"2010.5901"," 11.70","5.42e-07"
"2010.5907","  8.31","1.18e-08"
"2010.5912","-17.28","3.95e-07"
"2010.5916","-17.01","1.15e-07"
"2010.5916"," 24.68","4.17e-08"
"2010.5918"," 18.92","6.53e-08"
"2010.5918"," 12.36","9.19e-08"
"2010.5919"," 10.86","1.93e-08"
"2010.5921"," 24.69","5.80e-08"
"2010.5922"," 11.54","3.51e-08"
"2010.5922","  8.48","3.09e-08"
"2010.5922"," 24.70","3.69e-08"
"2010.5922"," 24.39","1.21e-08"
"2010.5927"," 24.50","2.90e-08"
"2010.5941"," 11.72","4.15e-08"
"2010.5941"," 11.78","6.26e-08"
"2010.5942"," 13.64","9.97e-08"
"2010.5942"," 12.74","1.69e-07"
"2010.5943"," 24.15","5.01e-08"
"2010.5944"," 12.95","1.07e-08"
"2010.5947"," 20.42","3.66e-07"
"2010.5948"," 18.74","9.38e-08"
"2010.5949"," 18.34","4.68e-08"
"2010.5950","  9.99","4.15e-08"
"2010.5955","  9.55","1.68e-08"
"2010.5956"," 10.45","1.53e-08"
"2010.5959","  9.53","2.57e-08"
"2010.5963"," 11.39","2.32e-07"
"2010.5970"," 25.08","5.86e-08"
"2010.5976"," 25.13","5.56e-08"
"2010.5979"," 13.81","5.59e-08"
"2010.5989"," 24.83","1.84e-08"
"2010.5993"," 11.91","3.56e-06"
"2010.5997"," 12.62","1.36e-08"
"2010.5999"," 25.21","1.01e-07"
"2010.6014","  9.29","3.76e-08"
"2010.6029"," 22.19","2.73e-08"
"2010.6030","  9.38","2.00e-08"
"2010.6060"," 29.65","7.42e-08"
"2010.6061"," 29.43","1.14e-08"
"2010.6066"," 11.64","3.31e-08"
"2010.6069"," 21.55","3.84e-08"
"2010.6074"," 27.68","3.96e-08"
"2010.6080"," 30.97","6.16e-08"
"2010.6091"," 14.06","1.24e-07"
"2010.6092"," 30.52","5.17e-08"
"2010.6098"," 13.93","1.12e-07"
"2010.6100"," 11.08","2.93e-08"
"2010.6105"," 10.79","4.01e-08"
"2010.6109"," 14.02","2.85e-08"
"2010.6115"," 14.16","6.66e-08"
"2010.6148"," 10.32","1.49e-08"
"2010.6162"," 19.56","2.35e-07"
"2010.6165"," 19.30","2.98e-08"
"2010.6166"," 21.67","1.19e-07"
"2010.6172"," 19.89","1.04e-08"
"2010.6176"," 13.50","3.40e-06"
"2010.6181"," 20.56","3.68e-08"
"2010.6181"," 20.73","7.12e-08"
"2010.6184"," 18.14","8.10e-07"
"2010.6186"," 16.58","1.22e-08"
"2010.6188"," 17.39","2.49e-08"
"2010.6190"," 18.03","1.98e-08"
"2010.6193"," 17.26","2.29e-07"
"2010.6195"," 17.28","3.11e-08"
"2010.6197"," 17.83","2.15e-08"
"2010.6199"," 17.08","2.36e-07"
"2010.6201"," 16.99","4.73e-08"
"2010.6201"," 16.98","2.63e-08"
"2010.6201"," 17.22","2.58e-08"
"2010.6206"," 16.49","4.37e-08"
"2010.6206"," 16.34","5.03e-07"
"2010.6208"," 18.42","2.78e-08"
"2010.6208"," 17.30","2.30e-08"
"2010.6210"," 16.21","3.42e-07"
"2010.6212"," 17.16","3.43e-08"
"2010.6212"," 16.93","1.67e-08"
"2010.6213"," 16.44","5.27e-06"
"2010.6217"," 17.53","1.28e-08"
"2010.6218"," 17.59","1.85e-07"
"2010.6218"," 17.51","1.15e-08"
"2010.6219"," 17.30","3.67e-08"
"2010.6221"," 19.29","2.96e-08"
"2010.6221"," 17.97","3.40e-08"
"2010.6221"," 17.29","5.79e-08"
"2010.6221"," 17.98","1.48e-07"
"2010.6222"," 18.07","9.39e-08"
"2010.6222"," 18.23","6.55e-08"
"2010.6225"," 16.58","4.47e-08"
"2010.6230"," 16.27","5.10e-08"
"2010.6230"," 17.29","3.93e-08"
"2010.6232"," 18.15","2.20e-08"
"2010.6232"," 17.41","1.00e-08"
"2010.6232"," 17.41","1.88e-08"
"2010.6233","-24.95","1.25e-08"
